"gender","masterCategory","subCategory","articleType","baseColour","season","year","usage"
"Women","Footwear","Shoes","Heels","Blue","Summer","2016.0","Casual"
"Women","Footwear","Shoes","Casual Shoes","Beige","Spring","2013.0","Casual"
"Women","Apparel","Topwear","Jackets","White","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Olive","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Maroon","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Fall","2011.0","Formal"
"Women","Apparel","Topwear","Tops","Yellow","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","White","Fall","2011.0","Formal"
"Women","Apparel","Topwear","Shirts","Red","Fall","2011.0","Formal"
"Women","Apparel","Topwear","Tops","Black","Summer","2012.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Navy Blue","Summer","2011.0","Casual"
"Unisex","Accessories","Bags","Handbags","Blue","Fall","2012.0","Casual"
"Women","Apparel","Loungewear and Nightwear","Bath Robe","White","Winter","2015.0","Casual"
"Men","Footwear","Sandal","Sandals","Black","Summer","2012.0","Casual"
"Women","Accessories","Watches","Watches","Green","Winter","2016.0","Formal"
"Men","Footwear","Shoes","Casual Shoes","Brown","Winter","2012.0","Formal"
"Men","Accessories","Watches","Watches","White","Winter","2016.0","Fashionable"
"Women","Apparel","Topwear","Tshirts","Green","Fall","2011.0","Casual"
"Women","Apparel","Bottomwear","Skirts","Black","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Black","Summer","2011.0","Casual"
"Women","Apparel","Topwear","Sweaters","Purple","Fall","2011.0","Casual"
"Women","Apparel","Loungewear and Nightwear","Night suits","Pink","Summer","2017.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Black","Fall","2011.0","Formal"
"Men","Footwear","Flip Flops","Flip Flops","Purple","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Sweaters","Black","Fall","2011.0","Casual"
"Women","Apparel","Bottomwear","Leggings","Red","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2016.0","Casual"
"Women","Personal Care","Fragrance","Perfume and Body Mist","Green","Spring","2017.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Black","Winter","2018.0","Formal"
"Women","Personal Care","Lips","Lip Gloss","Purple","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Summer","2012.0","Formal"
"Men","Footwear","Shoes","Casual Shoes","Black","Summer","2011.0","Casual"
"Women","Personal Care","Makeup","Foundation and Primer","Skin","Spring","2017.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Metallic","Winter","2016.0","Formal"
"Women","Apparel","Loungewear and Nightwear","Night suits","White","Summer","2017.0","Casual"
"Women","Apparel","Topwear","Kurtis","White","Summer","2012.0","Casual"
"Men","Accessories","Bags","Laptop Bag","Navy Blue","Summer","2012.0","Casual"
"Girls","Apparel","Topwear","Tops","Orange","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Red","Fall","2011.0","Formal"
"Boys","Apparel","Topwear","Tshirts","Green","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Pink","Winter","2015.0","Formal"
"Women","Apparel","Topwear","Tshirts","Pink","Fall","2011.0","Casual"
"Women","Footwear","Shoes","Casual Shoes","White","Summer","2011.0","Casual"
"Women","Personal Care","Nails","Nail Polish","Pink","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Tshirts","Pink","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Brown","Summer","2012.0","Casual"
"Women","Apparel","Loungewear and Nightwear","Nightdress","Pink","Winter","2015.0","Formal"
"Men","Apparel","Bottomwear","Track Pants","Brown","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Red","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Grey","Fall","2011.0","Casual"
"Women","Footwear","Shoes","Flats","Brown","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Red","Summer","2011.0","Casual"
"Girls","Apparel","Topwear","Tops","Magenta","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Fall","2011.0","Casual"
"Men","Accessories","Ties","Ties","Black","Summer","2012.0","Casual"
"Women","Accessories","Watches","Watches","Silver","Winter","2016.0","Formal"
"Men","Apparel","Topwear","Tshirts","White","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Red","Fall","2011.0","Casual"
"Men","Footwear","Sandal","Sandals","Brown","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Black","Summer","2012.0","Formal"
"Women","Accessories","Stoles","Stoles","Multi","Summer","2012.0","Casual"
"Women","Personal Care","Nails","Nail Polish","Maroon","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Tshirts","Green","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","White","Summer","2012.0","Casual"
"Men","Apparel","Innerwear","Briefs","White","Summer","2016.0","Casual"
"Men","Apparel","Topwear","Shirts","Green","Fall","2011.0","Formal"
"Men","Apparel","Topwear","Jackets","Blue","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Burgundy","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Green","Fall","2011.0","Formal"
"Men","Apparel","Bottomwear","Track Pants","Black","Summer","2012.0","Casual"
"Men","Accessories","Wallets","Wallets","Black","Winter","2015.0","Casual"
"Women","Footwear","Shoes","Flats","Black","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","White","Summer","2012.0","Casual"
"Women","Apparel","Bottomwear","Track Pants","Black","Fall","2010.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Fall","2011.0","Casual"
"Women","Personal Care","Skin","Face Moisturisers","White","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Fall","2011.0","Casual"
"Men","Free Items","Free Gifts","Free Gifts","Steel","Winter","2016.0","Formal"
"Women","Apparel","Topwear","Kurtas","Pink","Summer","2012.0","Casual"
"Women","Apparel","Saree","Sarees","Multi","Fall","2012.0","Casual"
"Boys","Apparel","Topwear","Tshirts","Blue","Summer","2012.0","Casual"
"Women","Apparel","Innerwear","Briefs","White","Winter","2015.0","Formal"
"Men","Footwear","Shoes","Casual Shoes","White","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Black","Winter","2015.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Fall","2011.0","Formal"
"Women","Accessories","Bags","Mobile Pouch","Green","Winter","2015.0","Formal"
"Men","Personal Care","Fragrance","Perfume and Body Mist","Black","Spring","2017.0","Casual"
"Women","Apparel","Topwear","Tunics","Red","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Red","Summer","2012.0","Casual"
"Women","Accessories","Watches","Watches","Steel","Winter","2016.0","Formal"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2012.0","Casual"
"Unisex","Sporting Goods","Sports Equipment","Footballs","Orange","Fall","2010.0","Casual"
"Women","Accessories","Wallets","Wallets","Brown","Summer","2012.0","Casual"
"Women","Apparel","Innerwear","Bra","Skin","Summer","2018.0","Casual"
"Men","Apparel","Topwear","Tshirts","Green","Fall","2011.0","Casual"
"Men","Accessories","Belts","Belts","Black","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Red","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Grey","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Purple","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Jackets","Beige","Fall","2011.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Brown","Winter","2016.0","Fashionable"
"Women","Footwear","Shoes","Flats","Black","Fall","2012.0","Casual"
"Women","Accessories","Jewellery","Necklace and Chains","White","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Summer","2011.0","Casual"
"Men","Accessories","Belts","Belts","Brown","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Heels","Black","Summer","2016.0","Casual"
"Women","Accessories","Watches","Watches","White","Winter","2016.0","Fashionable"
"Women","Apparel","Innerwear","Bra","Purple","Summer","2014.0","Casual"
"Men","Apparel","Bottomwear","Trousers","Khaki","Fall","2011.0","Formal"
"Women","Personal Care","Nails","Nail Polish","Gold","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Fall","2011.0","Casual"
"Men","Apparel","Bottomwear","Track Pants","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2011.0","Casual"
"Women","Apparel","Topwear","Tshirts","White","Summer","2012.0","Casual"
"Women","Apparel","Dress","Dresses","White","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Red","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Sweatshirts","Pink","Fall","2011.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Black","Summer","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Rust","Fall","2011.0","Casual"
"Women","Accessories","Bags","Clutches","Black","Winter","2015.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Navy Blue","Spring","2014.0","Casual"
"Unisex","Accessories","Eyewear","Sunglasses","Purple","Winter","2016.0","Fashionable"
"Men","Accessories","Socks","Socks","Grey","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tshirts","Blue","Summer","2011.0","Casual"
"Men","Accessories","Wallets","Wallets","Maroon","Winter","2015.0","Formal"
"Women","Accessories","Jewellery","Earrings","Gold","Summer","2013.0","Casual"
"Men","Apparel","Bottomwear","Churidar","Off White","Summer","2012.0","Casual"
"Women","Apparel","Saree","Sarees","Beige","Summer","2010.0","Casual"
"Men","Accessories","Stoles","Stoles","Blue","Fall","2011.0","Casual"
"Women","Footwear","Shoes","Casual Shoes","Black","Summer","2012.0","Casual"
"Women","Personal Care","Lips","Lipstick","Pink","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Shirts","Red","Summer","2012.0","Formal"
"Women","Apparel","Topwear","Tshirts","Pink","Summer","2011.0","Casual"
"Men","Accessories","Belts","Belts","Black","Fall","2011.0","Fashionable"
"Men","Footwear","Shoes","Casual Shoes","Black","Summer","2012.0","Casual"
"Women","Accessories","Watches","Watches","White","Winter","2016.0","Fashionable"
"Boys","Apparel","Topwear","Tshirts","Blue","Summer","2011.0","Casual"
"Men","Accessories","Cufflinks","Cufflinks","Steel","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Fall","2011.0","Casual"
"Women","Footwear","Shoes","Heels","Beige","Winter","2012.0","Formal"
"Women","Accessories","Jewellery","Earrings","White","Fall","2012.0","Casual"
"Women","Apparel","Saree","Sarees","Multi","Fall","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Maroon","Summer","2011.0","Casual"
"Boys","Apparel","Bottomwear","Leggings","White","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Trousers","Cream","Summer","2011.0","Casual"
"Women","Apparel","Bottomwear","Jeans","Blue","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","White","Fall","2011.0","Casual"
"Men","Footwear","Sandal","Sandals","Black","Summer","2013.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Brown","Summer","2012.0","Casual"
"Men","Footwear","Flip Flops","Flip Flops","Yellow","Summer","2011.0","Casual"
"Women","Accessories","Eyewear","Sunglasses","Purple","Winter","2016.0","Formal"
"Men","Apparel","Topwear","Tshirts","Blue","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Black","Fall","2011.0","Formal"
"Unisex","Accessories","Headwear","Caps","Blue","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Navy Blue","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Purple","Fall","2011.0","Formal"
"Men","Apparel","Innerwear","Briefs","White","Summer","2016.0","Casual"
"Unisex","Accessories","Headwear","Caps","Red","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Off White","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Fall","2011.0","Casual"
"Women","Apparel","Bottomwear","Capris","Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Navy Blue","Summer","2012.0","Casual"
"Women","Personal Care","Makeup","Eyeshadow","Purple","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Fall","2011.0","Formal"
"Women","Apparel","Topwear","Tops","Pink","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","White","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","White","Summer","2012.0","Casual"
"Boys","Apparel","Bottomwear","Shorts","Black","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Flats","Blue","Winter","2012.0","Casual"
"Men","Accessories","Bags","Backpacks","Black","Summer","2011.0","Casual"
"Women","Accessories","Wallets","Wallets","Red","Winter","2016.0","Formal"
"Men","Footwear","Shoes","Casual Shoes","White","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Yellow","Summer","2011.0","Casual"
"Men","Accessories","Scarves","Scarves","Blue","Summer","2012.0","Casual"
"Women","Apparel","Bottomwear","Capris","Grey","Summer","2012.0","Casual"
"Unisex","Footwear","Shoes","Casual Shoes","Red","Fall","2010.0","Casual"
"Women","Personal Care","Fragrance","Perfume and Body Mist","Yellow","Spring","2017.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","White","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Fall","2010.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Formal"
"Men","Apparel","Topwear","Tshirts","Grey","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Maroon","Fall","2011.0","Casual"
"Men","Personal Care","Fragrance","Deodorant","Red","Spring","2017.0","Casual"
"Men","Footwear","Sandal","Sandals","Black","Summer","2011.0","Casual"
"Men","Accessories","Socks","Socks","Navy Blue","Summer","2016.0","Casual"
"Men","Accessories","Socks","Socks","White","Summer","2016.0","Casual"
"Men","Apparel","Topwear","Tshirts","Navy Blue","Fall","2012.0","Casual"
"Men","Personal Care","Fragrance","Perfume and Body Mist","Silver","Spring","2017.0","Casual"
"Women","Accessories","Jewellery","Pendant","Silver","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Black","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Tunics","Green","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Green","Summer","2012.0","Casual"
"Unisex","Footwear","Flip Flops","Flip Flops","Black","Winter","2011.0","Formal"
"Men","Apparel","Topwear","Shirts","Maroon","Winter","2011.0","Formal"
"Men","Personal Care","Fragrance","Perfume and Body Mist","Black","Spring","2017.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Black","Fall","2014.0","Casual"
"Women","Apparel","Topwear","Kurtas","Red","Summer","2012.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Gold","Winter","2016.0","Fashionable"
"Men","Apparel","Topwear","Tshirts","Grey","Summer","2012.0","Casual"
"Women","Accessories","Socks","Socks","Red","Fall","2011.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Formal"
"Men","Apparel","Bottomwear","Track Pants","Charcoal","Summer","2012.0","Casual"
"Women","Accessories","Wallets","Wallets","Black","Summer","2012.0","Casual"
"Men","Accessories","Watches","Watches","White","Winter","2016.0","Fashionable"
"Women","Personal Care","Lips","Lipstick","Brown","Spring","2017.0","Casual"
"Men","Accessories","Socks","Socks","Black","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Black","Winter","2015.0","Formal"
"Unisex","Accessories","Socks","Socks","Black","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Shorts","Navy Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","White","Fall","2011.0","Formal"
"Boys","Apparel","Topwear","Tshirts","Yellow","Summer","2012.0","Casual"
"Women","Accessories","Watches","Watches","Gold","Winter","2016.0","Fashionable"
"Men","Apparel","Bottomwear","Track Pants","Black","Summer","2011.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","White","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Shorts","Black","Fall","2010.0","Casual"
"Women","Accessories","Bags","Handbags","Green","Summer","2012.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Women","Footwear","Shoes","Heels","Black","Winter","2012.0","Formal"
"Men","Accessories","Watches","Watches","White","Winter","2016.0","Fashionable"
"Women","Personal Care","Lips","Lipstick","Rose","Spring","2017.0","Casual"
"Women","Apparel","Topwear","Kurtas","White","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Shorts","Black","Fall","2012.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Blue","Summer","2012.0","Casual"
"Women","Accessories","Jewellery","Earrings","Silver","Summer","2013.0","Casual"
"Men","Apparel","Topwear","Tshirts","Maroon","Summer","2011.0","Casual"
"Men","Accessories","Wallets","Wallets","Brown","Winter","2016.0","Casual"
"Women","Accessories","Bags","Handbags","Brown","Winter","2015.0","Casual"
"Women","Accessories","Bags","Handbags","Black","Winter","2015.0","Formal"
"Women","Apparel","Topwear","Tunics","Black","Summer","2012.0","Casual"
"Unisex","Footwear","Flip Flops","Flip Flops","Black","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Summer","2011.0","Casual"
"Women","Apparel","Topwear","Tshirts","Purple","Fall","2011.0","Casual"
"Men","Footwear","Sandal","Sandals","Green","Fall","2011.0","Casual"
